School Code,School,Attendance Year,School Type,School Category,Remoteness Area,Region,Local Government Area,State Electorate,FTE Days Attended,Possible Attendance Days,Attendance Rate
1389,Maryvale State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,1076,1180,91.20%
1090,Mayfield State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Chatsworth,29409,31281,94.00%
1090,Mayfield State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Chatsworth,28162.5,29818,94.40%
1090,Mayfield State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Chatsworth,25780,27305,94.40%
1090,Mayfield State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Chatsworth,26670,28335,94.10%
1090,Mayfield State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Chatsworth,26195,27886,93.90%
1400,McDonnell Creek State School,2015,State School,Primary,Outer Regional Australia,Far North Queensland,Cairns (R),Mulgrave,1847.5,2026,91.20%
1400,McDonnell Creek State School,2016,State School,Primary,Outer Regional Australia,Far North Queensland,Cairns (R),Mulgrave,2067,2181,94.80%
1400,McDonnell Creek State School,2017,State School,Primary,Outer Regional Australia,Far North Queensland,Cairns (R),Mulgrave,1640,1831,89.60%
1400,McDonnell Creek State School,2018,State School,Primary,Outer Regional Australia,Far North Queensland,Cairns (R),Mulgrave,1359,1489,91.30%
1400,McDonnell Creek State School,2019,State School,Primary,Outer Regional Australia,Far North Queensland,Cairns (R),Mulgrave,1532.5,1710,89.60%
378,McDowall State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Everton,85740.5,90240,95.00%
378,McDowall State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Everton,87475.5,91766,95.30%
378,McDowall State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Everton,85909,90392,95.00%
378,McDowall State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Everton,94598,99233,95.30%
378,McDowall State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Everton,91009,95902,94.90%
1394,McIlwraith State School,2015,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Callide,1889,1961,96.30%
1394,McIlwraith State School,2016,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Callide,1497,1563,95.80%
1394,McIlwraith State School,2017,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Callide,1911,2000,95.60%
1394,McIlwraith State School,2018,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Callide,1938,2056,94.30%
1394,McIlwraith State School,2019,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Callide,1778.5,1995,89.10%
1473,Meandarra State School,2015,State School,Primary,Remote Australia,Darling Downs South West,Western Downs (R),Warrego,3363.5,3540,95.00%
1473,Meandarra State School,2016,State School,Primary,Remote Australia,Darling Downs South West,Western Downs (R),Warrego,3263.5,3463,94.20%
1473,Meandarra State School,2017,State School,Primary,Remote Australia,Darling Downs South West,Western Downs (R),Warrego,3211,3494,91.90%
1473,Meandarra State School,2018,State School,Primary,Remote Australia,Darling Downs South West,Western Downs (R),Warrego,3925.5,4199,93.50%
1473,Meandarra State School,2019,State School,Primary,Remote Australia,Darling Downs South West,Western Downs (R),Warrego,2844,3062,92.90%
1673,Mena Creek State School,2015,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,3966.5,4130,96.00%
1673,Mena Creek State School,2016,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,3374,3495,96.50%
1673,Mena Creek State School,2017,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,3901.5,4036,96.70%
1673,Mena Creek State School,2018,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,3728,3862,96.50%
1673,Mena Creek State School,2019,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,3442,3581,96.10%
1733,Meridan State College,2015,State School,Combined,Major Cities of Australia,North Coast,Sunshine Coast (R),Kawana,216389.5,232990,92.90%
1733,Meridan State College,2016,State School,Combined,Major Cities of Australia,North Coast,Sunshine Coast (R),Kawana,217442,237437,91.60%
1733,Meridan State College,2017,State School,Combined,Major Cities of Australia,North Coast,Sunshine Coast (R),Kawana,230701.5,249272,92.60%
1733,Meridan State College,2018,State School,Combined,Major Cities of Australia,North Coast,Sunshine Coast (R),Kawana,244590.5,268664.5,91.00%
1733,Meridan State College,2019,State School,Combined,Major Cities of Australia,North Coast,Sunshine Coast (R),Kawana,232937,256790,90.70%
806,Merinda State School,2015,State School,Primary,Outer Regional Australia,North Queensland,Whitsunday (R),Burdekin,7220.5,7990,90.40%
806,Merinda State School,2016,State School,Primary,Outer Regional Australia,North Queensland,Whitsunday (R),Burdekin,7497.5,8303,90.30%
806,Merinda State School,2017,State School,Primary,Outer Regional Australia,North Queensland,Whitsunday (R),Burdekin,6453,6898,93.50%
806,Merinda State School,2018,State School,Primary,Outer Regional Australia,North Queensland,Whitsunday (R),Burdekin,6028,6590,91.50%
806,Merinda State School,2019,State School,Primary,Outer Regional Australia,North Queensland,Whitsunday (R),Burdekin,4149,4579,90.60%
179,Meringandan State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,21217.5,22345,95.00%
179,Meringandan State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,19818.5,21243,93.30%
179,Meringandan State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,21194,22580,93.90%
179,Meringandan State School,2018,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,22979.5,24407.5,94.10%
179,Meringandan State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,23154.5,24424,94.80%
2147,Merrimac State High School,2015,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,124985,138821,90.00%
2147,Merrimac State High School,2016,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,107533.5,119787.5,89.80%
2147,Merrimac State High School,2017,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,104549,115327,90.70%
2147,Merrimac State High School,2018,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,107489,119682,89.80%
2147,Merrimac State High School,2019,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,108134,118605,91.20%
1586,Merrimac State School,2015,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mudgeeraba,69522.5,73878,94.10%
1586,Merrimac State School,2016,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mudgeeraba,70047,74526.5,94.00%
1586,Merrimac State School,2017,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mudgeeraba,70856.5,75675,93.60%
1586,Merrimac State School,2018,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mudgeeraba,74577.5,80306,92.90%
1586,Merrimac State School,2019,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mudgeeraba,70237.5,75448,93.10%
1291,Miallo State School,2015,State School,Primary,Outer Regional Australia,Far North Queensland,Douglas (S),Cook,16466.5,17568,93.70%
1291,Miallo State School,2016,State School,Primary,Outer Regional Australia,Far North Queensland,Douglas (S),Cook,16232.5,17059,95.20%
1291,Miallo State School,2017,State School,Primary,Outer Regional Australia,Far North Queensland,Douglas (S),Cook,16219.5,17205,94.30%
1291,Miallo State School,2018,State School,Primary,Outer Regional Australia,Far North Queensland,Douglas (S),Cook,17747,18889,94.00%
1291,Miallo State School,2019,State School,Primary,Outer Regional Australia,Far North Queensland,Douglas (S),Cook,16163,17351,93.20%
2086,Miami State High School,2015,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,110379,122131,90.40%
2086,Miami State High School,2016,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,108978,119722.5,91.00%
2086,Miami State High School,2017,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,105067,114450.5,91.80%
2086,Miami State High School,2018,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,105050.5,117071,89.70%
2086,Miami State High School,2019,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,108059.5,118274,91.40%
1890,Miami State School,2015,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,73675.5,78579,93.80%
1890,Miami State School,2016,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,74060,78949,93.80%
1890,Miami State School,2017,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,72796.5,77551.5,93.90%
1890,Miami State School,2018,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,77748,82580,94.10%
1890,Miami State School,2019,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,76368,81752,93.40%
1969,Middle Park State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Mount Ommaney,55197.5,58469,94.40%
1969,Middle Park State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Mount Ommaney,56261,59798,94.10%
1969,Middle Park State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Mount Ommaney,57722.5,60904.5,94.80%
1969,Middle Park State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Mount Ommaney,62310.5,66355,93.90%
1969,Middle Park State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Mount Ommaney,57476.5,61624,93.30%
414,Middle Ridge State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba South,74006,78614,94.10%
414,Middle Ridge State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba South,71734,75885,94.50%
414,Middle Ridge State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba South,72901.5,77072,94.60%
414,Middle Ridge State School,2018,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba South,74298,79175,93.80%
414,Middle Ridge State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba South,68614.5,73574,93.30%
1905,Middlemount Community School,2015,State School,Combined,Remote Australia,Central Queensland,Isaac (R),Burdekin,34331.5,37669,91.10%
1905,Middlemount Community School,2016,State School,Combined,Remote Australia,Central Queensland,Isaac (R),Burdekin,31279.5,34175,91.50%
1905,Middlemount Community School,2017,State School,Combined,Remote Australia,Central Queensland,Isaac (R),Burdekin,25814.5,27894,92.50%
1905,Middlemount Community School,2018,State School,Combined,Remote Australia,Central Queensland,Isaac (R),Burdekin,22119,23986.5,92.20%
1905,Middlemount Community School,2019,State School,Combined,Remote Australia,Central Queensland,Isaac (R),Burdekin,22643,24618,92.00%
2144,Miles State High School,2015,State High School,Secondary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,17393,18986,91.60%
2144,Miles State High School,2016,State High School,Secondary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,17020,18814,90.50%
2144,Miles State High School,2017,State High School,Secondary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,17348.5,19209,90.30%
2144,Miles State High School,2018,State High School,Secondary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,15771.5,18205,86.60%
2144,Miles State High School,2019,State High School,Secondary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,13274,14961,88.70%
341,Miles State School,2015,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,17503,18815,93.00%
341,Miles State School,2016,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,18546,20063,92.40%
341,Miles State School,2017,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,19063,21480,88.70%
341,Miles State School,2018,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,19172,20915,91.70%
341,Miles State School,2019,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,18438,20614,89.40%
771,Millaa Millaa State School,2015,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,5650,6097,92.70%
771,Millaa Millaa State School,2016,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,5675.5,6315,89.90%
771,Millaa Millaa State School,2017,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,6383.5,6943,91.90%
771,Millaa Millaa State School,2018,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,6421,7092,90.50%
771,Millaa Millaa State School,2019,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,5599.5,6270,89.30%
