Dataset: SEIFA 2016 by Postal Area Code,,,,,,,,,,,
Index Type,,Index of Relative Socio-economic Advantage and Disadvantage,,,,,,,,,
Time,,2016,,,,,,,,,
Measure,,Score,RANK WITHIN AUSTRALIA,,,RANK WITHIN STATE AND TERRITORY,,,Minimum score for SA1s in area,Maximum score for SA1s in area,Usual resident population
,,,  Rank within Australia,  Rank within Australia - Decile,  Rank within Australia - Percentile,  Rank within State or Territory,  Rank within State or Territory - Decile,  Rank within State or Territory - Percentile,,,
Postal Area Code,,,,,,,,,,,
5310,,965,1047,4,40,157,5,47,942,1024,62
5311,,971,1134,5,44,176,6,53,944,1024,418
5320,,860,104,1,4,14,1,5,796,960,652
5321,,886,187,1,8,31,1,10,877,935,548
5322,,946,776,3,30,119,4,36,935,960,1000
5330,,913,383,2,15,64,2,19,746,1005,3368
5331,,932,580,3,23,86,3,26,932,932,317
5332,,911,360,2,14,55,2,17,878,959,403
5333,,937,649,3,25,97,3,29,811,1029,5809
5340,,956,924,4,36,144,5,43,915,973,1432
5341,,894,232,1,9,39,2,12,721,1017,7665
5342,,961,984,4,38,151,5,45,878,995,1124
5343,,890,213,1,9,36,2,11,747,1026,4846
5344,,932,585,3,23,89,3,27,807,966,984
5345,,886,188,1,8,32,1,10,771,957,3582
5346,,913,381,2,15,63,2,19,876,953,380
5350,,1042,2027,8,78,281,9,84,1009,1067,476
5351,,1012,1716,7,66,245,8,73,948,1090,5864
5352,,1001,1559,6,60,228,7,68,908,1077,5216
5353,,970,1117,5,43,172,6,52,872,1044,3775
5354,,870,133,1,6,23,1,7,832,960,367
5355,,964,1029,4,40,156,5,47,877,1059,7594
5356,,939,687,3,27,103,4,31,928,1005,810
5357,,868,122,1,5,19,1,6,815,960,419
5360,,1020,1798,7,69,254,8,76,1012,1059,1118
5371,,1019,1787,7,68,253,8,76,1000,1046,1268
5372,,958,942,4,36,147,5,44,887,1003,2214
5373,,932,581,3,23,87,3,26,866,1058,3427
5374,,913,373,2,15,61,2,19,832,1015,1480
5381,,929,551,3,21,82,3,25,906,1019,384
5400,,993,1447,6,56,216,7,65,914,1046,877
5401,,909,339,2,13,52,2,16,849,1046,847
5410,,940,699,3,27,105,4,32,929,1003,317
5411,,939,683,3,26,102,4,31,934,1005,324
5412,,931,575,3,22,85,3,26,859,1005,1207
5413,,932,584,3,23,88,3,27,866,1019,831
5414,,996,1493,6,57,220,7,66,996,996,149
5415,,1042,2021,8,77,280,9,84,1042,1042,222
5416,,954,889,4,34,136,5,41,910,1019,248
5417,,948,811,4,31,127,4,38,910,1019,1486
5418,,956,928,4,36,145,5,44,953,996,114
5419,,996,1496,6,57,222,7,66,894,996,223
5420,,894,235,1,9,40,2,13,894,894,83
5421,,894,236,1,9,41,2,13,894,894,139
5422,,813,44,1,2,8,1,3,715,1049,1686
5431,,977,1208,5,46,181,6,54,921,1049,906
5432,,1024,1855,8,71,263,8,79,992,1049,137
5433,,905,303,2,12,47,2,14,875,1030,1256
5434,,982,1281,5,49,196,6,59,963,1014,456
5440,,1007,1649,7,63,235,7,70,899,1014,263
5451,,994,1460,6,56,218,7,65,982,1008,695
5452,,1039,1998,8,76,277,9,83,1039,1039,442
5453,,986,1351,6,52,201,6,60,794,1062,4938
5454,,951,837,4,32,132,4,40,870,1048,398
5455,,1058,2162,9,83,301,9,90,1058,1058,58
5460,,939,682,3,26,101,3,30,882,1014,746
5461,,922,467,2,18,73,3,22,891,980,2553
5462,,956,919,4,35,141,5,42,938,1051,518
5464,,957,936,4,36,146,5,44,852,1058,634
5470,,947,789,4,31,122,4,37,947,947,140
5471,,947,790,4,31,123,4,37,947,947,88
5472,,951,836,4,32,131,4,39,951,951,168
5473,,883,167,1,7,29,1,9,854,1024,755
5480,,974,1173,5,45,179,6,54,946,1028,773
5481,,970,1116,5,43,171,6,51,916,1042,562
5482,,979,1234,5,47,184,6,55,930,1042,516
5483,,1008,1670,7,64,241,8,72,1001,1030,347
5485,,959,959,4,37,148,5,44,930,1030,581
5490,,1008,1665,7,64,240,8,72,1008,1008,172
5491,,981,1266,5,49,191,6,57,942,1041,1816
5493,,916,413,2,16,68,3,21,916,916,91
5495,,917,423,2,17,69,3,21,874,1030,595
5501,,944,748,3,29,113,4,34,826,998,7323
5502,,960,969,4,37,150,5,45,934,1046,1540
5510,,962,990,4,38,152,5,46,962,962,113
5520,,870,128,1,5,21,1,7,796,1043,589
5521,,936,635,3,25,95,3,29,936,936,148
5522,,922,468,2,18,74,3,22,779,988,1421
5523,,962,998,4,38,154,5,46,909,1046,1935
5540,,862,107,1,5,16,1,5,667,1048,15343
5550,,873,143,1,6,26,1,8,833,1026,916
5552,,940,697,3,27,104,4,31,766,1033,381
5554,,908,322,2,13,50,2,15,844,1026,5233
5555,,968,1100,5,42,167,5,50,936,1043,502
5556,,873,141,1,6,24,1,8,790,1044,4039
5558,,912,370,2,15,59,2,18,826,1033,4830
5560,,910,348,2,14,54,2,17,810,1026,471
5570,,938,675,3,26,100,3,30,923,960,544
5571,,907,317,2,13,49,2,15,841,960,1850
5572,,1033,1943,8,74,272,9,81,1033,1033,148
5573,,928,538,3,21,80,3,24,536,1033,2041
5575,,947,798,4,31,125,4,38,867,1000,2332
5576,,921,457,2,18,71,3,22,872,978,1070
5577,,931,574,3,22,84,3,25,861,975,528
5580,,994,1463,6,56,219,7,65,952,1000,346
5581,,936,638,3,25,96,3,29,929,1000,542
5582,,915,397,2,16,67,2,20,909,953,648
5583,,901,280,2,11,46,2,14,883,978,785
5600,,966,1064,5,41,159,5,48,729,1072,6202
5601,,914,393,2,15,66,2,20,708,1009,469
5602,,945,762,3,29,116,4,35,915,1009,1341
5603,,964,1017,4,39,155,5,46,891,1064,446
5604,,912,369,2,15,58,2,18,886,979,194
5605,,944,747,3,29,112,4,34,855,997,1690
5606,,925,512,2,20,78,3,24,679,1053,14128
5607,,991,1425,6,55,210,7,63,926,1063,4919
5608,,811,40,1,2,7,1,3,697,1014,13357
5609,,990,1399,6,54,207,7,62,938,1045,1950
5630,,1005,1614,7,62,233,7,70,1005,1005,136
5631,,990,1404,6,54,208,7,62,957,1038,1046
5632,,1058,2155,9,82,300,9,90,1035,1063,250
5633,,992,1429,6,55,211,7,63,989,1036,321
5640,,971,1128,5,43,175,6,52,951,1072,1017
5641,,1002,1571,6,60,229,7,68,947,1072,1023
5642,,1049,2079,8,80,290,9,87,1036,1064,251
5650,,1039,2001,8,77,278,9,83,1018,1072,175
5651,,1018,1776,7,68,250,8,75,1018,1018,79
5652,,967,1082,5,42,164,5,49,955,1018,728
5653,,981,1261,5,48,188,6,56,981,981,79
5654,,981,1253,5,48,186,6,56,971,1018,241
5655,,1007,1656,7,63,238,8,71,945,1007,100
5660,,1007,1655,7,63,237,8,71,1007,1007,45
5661,,1007,1659,7,64,239,8,71,1007,1010,146
5670,,952,849,4,33,133,4,40,942,971,482
5671,,983,1302,5,50,197,6,59,971,992,163
5680,,966,1070,5,41,162,5,49,893,1010,2117
5690,,921,461,2,18,72,3,22,619,1010,3656
5700,,864,113,1,5,17,1,6,552,1040,11136
5710,,956,923,4,36,143,5,43,871,977,2673
5713,,992,1440,6,55,215,7,64,945,1034,18
5715,,1022,1823,7,70,257,8,77,972,1034,42
5717,,966,1072,5,41,163,5,49,945,1034,19
5719,,945,765,3,30,118,4,36,945,945,41
5720,,1000,1538,6,59,226,7,68,899,1017,195
5722,,856,97,1,4,13,1,4,856,945,316
5723,,893,225,1,9,38,2,12,827,972,2059
5724,,803,36,1,2,6,1,2,720,945,433
5725,,1014,1737,7,67,249,8,74,906,1071,3888
5730,,955,905,4,35,139,5,42,899,1014,94
5731,,919,436,2,17,70,3,21,899,939,499
5732,,801,34,1,2,5,1,2,742,899,211
5733,,899,269,2,11,44,2,14,899,899,229
5734,,756,16,1,1,2,1,1,729,899,167
6000,,1080,2313,9,88,345,10,92,975,1153,11425
6003,,1068,2236,9,86,324,9,87,1003,1152,3509
6004,,1091,2377,10,91,350,10,94,889,1181,10596
6005,,1081,2317,9,89,346,10,93,1040,1147,5624
6006,,1099,2419,10,92,357,10,95,1002,1142,8744
6007,,1126,2530,10,97,368,10,98,1076,1170,7130
6008,,1126,2532,10,97,369,10,99,950,1194,15144
6009,,1150,2591,10,99,373,10,100,981,1223,18534
6010,,1137,2559,10,98,372,10,99,1028,1209,16825
6011,,1166,2618,10,100,374,10,100,1110,1212,9007
6012,,1114,2485,10,95,363,10,97,1003,1206,8757
6014,,1129,2543,10,97,370,10,99,950,1207,20604
6015,,1168,2620,10,100,375,10,100,1071,1192,6609
6016,,1081,2323,9,89,347,10,93,902,1153,10035
6017,,992,1439,6,55,177,5,48,957,1015,4120
6018,,1093,2387,10,91,352,10,94,908,1192,38004
6019,,1101,2426,10,93,358,10,96,1008,1181,21787
6020,,1117,2495,10,95,365,10,98,947,1165,20791
6021,,1035,1965,8,75,270,8,72,893,1170,20058
6022,,1045,2047,8,78,290,8,78,1004,1081,4982
6023,,1111,2470,10,94,361,10,97,1059,1157,15268
6024,,1051,2110,9,81,303,9,81,994,1119,13347
6025,,1073,2272,9,87,334,9,89,962,1161,30031
6026,,1079,2309,9,88,344,10,92,938,1151,22337
6027,,1058,2158,9,83,313,9,84,969,1148,41677
6028,,1096,2404,10,92,355,10,95,809,1186,22440
6029,,1135,2554,10,98,371,10,99,1105,1165,2794
6030,,1007,1650,7,63,212,6,57,874,1160,39386
6031,,1031,1922,8,74,260,7,70,897,1123,16624
6032,,1046,2056,8,79,291,8,78,1046,1046,195
6033,,1053,2127,9,81,305,9,82,1053,1053,442
6034,,1044,2039,8,78,288,8,77,1043,1045,1680
6035,,988,1374,6,53,162,5,44,886,1076,8868
6036,,1006,1628,7,62,203,6,54,947,1154,15796
6037,,970,1119,5,43,122,4,33,889,1076,2990
6038,,1046,2062,8,79,294,8,79,998,1064,6269
6041,,944,746,3,29,71,2,19,899,980,1514
6042,,914,386,2,15,28,1,8,914,914,78
6043,,951,832,4,32,81,3,22,950,999,244
6044,,943,742,3,29,69,2,19,941,1006,1233
6050,,1106,2453,10,94,359,10,96,923,1170,15380
6051,,1039,2005,8,77,283,8,76,929,1165,12577
6052,,1071,2253,9,86,328,9,88,957,1127,11113
6053,,1047,2064,8,79,295,8,79,861,1136,14432
6054,,984,1326,6,51,156,5,42,829,1102,20378
6055,,1043,2031,8,78,286,8,77,896,1145,21034
6056,,963,1012,4,39,98,3,27,765,1121,39167
6057,,1000,1536,6,59,188,6,51,895,1138,16806
6058,,970,1123,5,43,124,4,33,897,1034,12690
6059,,1035,1970,8,75,272,8,73,895,1116,23486
6060,,1030,1907,8,73,257,7,69,964,1094,23393
6061,,921,453,2,18,34,1,10,803,1026,38563
6062,,1002,1581,7,61,194,6,52,934,1078,32670
6063,,960,972,4,37,93,3,25,899,1046,14359
6064,,923,492,2,19,41,2,11,788,1044,31325
6065,,1050,2093,8,80,298,8,80,813,1161,61998
6066,,982,1278,5,49,148,4,40,881,1090,18704
6067,,983,1293,5,50,152,5,41,983,983,36
6069,,1023,1843,8,71,242,7,65,910,1142,39391
6070,,1116,2491,10,95,364,10,97,1096,1139,3656
6071,,1079,2308,9,88,343,10,92,1021,1113,3400
6072,,1078,2302,9,88,341,10,91,1037,1141,900
6073,,1032,1929,8,74,261,7,70,935,1085,3041
6074,,1035,1969,8,75,271,8,73,974,1043,991
6076,,1070,2244,9,86,326,9,87,995,1138,21948
6077,,1050,2090,8,80,297,8,79,959,1101,1428
6078,,1051,2109,9,81,302,9,81,886,1092,934
6079,,1068,2233,9,85,323,9,86,1068,1068,30
6081,,1056,2143,9,82,310,9,83,1004,1118,4756
6082,,1028,1891,8,72,253,7,68,963,1077,3221
6083,,1057,2151,9,82,312,9,83,1010,1091,3512
6084,,1023,1830,7,70,241,7,65,842,1072,8240
6100,,1062,2183,9,84,318,9,85,983,1184,14480
6101,,1039,1997,8,76,281,8,75,958,1133,16551
6102,,961,987,4,38,95,3,26,704,1108,13688
6103,,1008,1668,7,64,215,6,58,902,1133,10366
6104,,994,1469,6,56,181,5,49,897,1121,14321
6105,,966,1069,5,41,112,3,30,866,1075,14997
6107,,992,1441,6,55,178,5,48,884,1124,43605
6108,,983,1301,5,50,153,5,41,892,1047,23153
6109,,915,401,2,16,30,1,8,870,1046,12122
6110,,970,1121,5,43,123,4,33,789,1126,40858
6111,,975,1190,5,46,133,4,36,789,1140,23068
6112,,990,1394,6,54,167,5,45,806,1139,56554
6121,,1062,2192,9,84,321,9,86,1007,1098,2963
6122,,1020,1802,7,69,236,7,63,926,1097,17410
6123,,975,1194,5,46,135,4,36,917,1016,1551
6124,,1018,1774,7,68,231,7,62,953,1055,1192
6125,,1020,1805,7,69,237,7,64,985,1050,3135
6126,,1002,1573,6,60,193,6,52,1002,1022,626
6147,,971,1139,5,44,127,4,34,854,1057,15138
6148,,1058,2160,9,83,314,9,84,956,1156,17814
6149,,1098,2412,10,92,356,10,95,986,1157,18476
6150,,1095,2392,10,91,354,10,95,960,1150,13146
6151,,1110,2467,10,94,360,10,96,1043,1159,16576
6152,,1076,2283,9,87,338,9,90,852,1142,25463
6153,,1119,2503,10,96,367,10,98,982,1173,19865
6154,,1091,2379,10,91,351,10,94,998,1133,10028
6155,,1072,2257,9,86,330,9,88,996,1148,51244
6156,,1073,2273,9,87,335,9,90,817,1169,16897
6157,,1065,2220,9,85,322,9,86,914,1160,13525
6158,,1119,2499,10,96,366,10,98,1078,1155,7376
6159,,1113,2480,10,95,362,10,97,952,1174,3340
6160,,1054,2133,9,82,307,9,82,915,1123,8211
6161,,1033,1942,8,74,264,8,71,1033,1033,334
6162,,1043,2036,8,78,287,8,77,668,1107,11023
6163,,1006,1622,7,62,200,6,54,882,1176,50359
6164,,1053,2130,9,81,306,9,82,869,1149,57214
6165,,991,1423,6,55,174,5,47,991,991,84
6166,,1049,2078,8,80,296,8,79,917,1117,9509
6167,,937,658,3,26,60,2,16,796,1107,26444
6168,,918,430,2,17,33,1,9,738,1030,24027
6169,,964,1018,4,39,99,3,27,822,1090,34667
6170,,1006,1639,7,63,205,6,55,871,1065,12393
6171,,1029,1898,8,73,254,7,68,894,1123,31653
6172,,980,1245,5,48,143,4,39,878,1101,13777
6173,,1060,2174,9,83,317,9,85,945,1154,12073
6174,,996,1494,6,57,184,5,49,971,1035,3785
6175,,1027,1878,8,72,251,7,67,1006,1054,3752
6176,,1024,1854,8,71,245,7,66,1024,1026,1371
6180,,991,1424,6,55,175,5,47,730,1057,5408
6181,,1072,2265,9,87,331,9,89,1030,1072,485
6207,,1014,1744,7,67,224,6,60,951,1055,1047
6208,,937,656,3,25,59,2,16,834,1045,11838
6209,,923,489,2,19,39,2,11,844,1030,1954
6210,,952,863,4,33,85,3,23,669,1117,68316
6211,,988,1370,6,53,160,5,43,923,1085,7088
6213,,951,843,4,33,82,3,22,902,1005,717
6214,,979,1235,5,47,142,4,38,940,1004,613
6215,,930,572,3,22,49,2,14,747,1042,4148
6218,,909,336,2,13,27,1,8,837,993,395
6220,,938,677,3,26,63,2,17,776,1024,4675
6221,,1016,1756,7,67,226,7,61,1001,1024,425
6223,,1015,1748,7,67,225,6,60,1015,1015,217
6224,,923,493,2,19,42,2,12,849,1046,1151
6225,,903,290,2,12,24,1,7,705,1036,9105
6226,,1059,2166,9,83,315,9,84,1042,1095,845
6227,,1008,1678,7,64,216,6,58,989,1015,800
6228,,989,1386,6,53,166,5,45,989,989,176
6229,,959,953,4,37,91,3,25,914,989,193
6230,,961,983,4,38,94,3,26,703,1126,43134
6232,,968,1095,5,42,116,4,31,908,1044,10886
6233,,996,1489,6,57,182,5,49,690,1101,18844
6236,,1032,1933,8,74,263,7,70,976,1067,2052
6237,,1023,1845,8,71,243,7,65,966,1067,2482
6239,,978,1215,5,47,138,4,37,837,1059,4408
6240,,1042,2024,8,77,285,8,76,1042,1042,116
6243,,1000,1543,6,59,190,6,51,962,1017,56
6244,,969,1101,5,42,117,4,32,853,1059,1457
6251,,972,1146,5,44,128,4,35,962,1039,385
6252,,962,992,4,38,96,3,26,962,962,152
6253,,984,1325,6,51,155,5,42,944,1017,618
6254,,880,158,1,7,18,1,5,845,973,502
6255,,966,1057,5,41,109,3,29,906,1024,3916
6256,,1009,1683,7,64,217,6,58,973,1024,381
6258,,937,655,3,25,58,2,16,810,1060,6568
6260,,966,1065,5,41,111,3,30,848,1060,1431
6262,,946,781,3,30,75,2,20,913,969,744
6271,,966,1056,5,41,108,3,29,889,1057,3314
6275,,953,876,4,34,87,3,24,903,1017,1347
6280,,974,1167,5,45,131,4,35,809,1136,28166
6281,,1052,2117,9,81,304,9,81,986,1119,7203
6282,,1074,2275,9,87,336,9,90,1061,1085,1330
6284,,1035,1971,8,75,273,8,73,989,1065,2249
6285,,1010,1701,7,65,219,6,59,873,1093,9177
6286,,1031,1916,8,73,259,7,69,974,1031,603
6288,,982,1273,5,49,147,4,40,974,992,555
6290,,936,647,3,25,57,2,16,913,992,1680
6302,,952,862,4,33,84,3,23,899,1045,3623
6304,,946,783,3,30,76,3,21,866,1062,1724
6306,,944,751,3,29,72,2,20,875,1071,1025
6308,,935,622,3,24,53,2,15,831,1082,1593
6309,,981,1267,5,49,146,4,39,981,981,275
6311,,991,1421,6,55,173,5,47,964,1034,589
6312,,943,744,3,29,70,2,19,778,1095,4884
6313,,1007,1648,7,63,211,6,57,1007,1007,294
6315,,935,625,3,24,54,2,15,854,1062,1988
6316,,1005,1618,7,62,197,6,53,1005,1005,344
6317,,909,330,2,13,26,1,7,798,1057,4183
6318,,973,1162,5,45,130,4,35,877,1092,525
6320,,930,569,3,22,47,2,13,840,1092,618
6321,,936,639,3,25,55,2,15,889,1092,496
6322,,1005,1619,7,62,198,6,53,1005,1005,224
6323,,915,399,2,16,29,1,8,823,992,989
6324,,938,673,3,26,62,2,17,841,1043,3519
6326,,978,1222,5,47,140,4,38,974,983,492
6327,,985,1341,6,51,159,5,43,985,985,273
6328,,997,1515,6,58,186,5,50,987,1014,427
6330,,967,1086,5,42,114,4,31,789,1103,35869
6333,,988,1378,6,53,163,5,44,912,1058,5845
6335,,966,1055,5,41,107,3,29,909,1048,775
6336,,983,1292,5,50,151,5,41,942,1070,330
6337,,1020,1799,7,69,235,7,63,969,1070,546
6338,,1040,2013,8,77,284,8,76,948,1155,676
6341,,1037,1980,8,76,275,8,74,1037,1037,296
6343,,1057,2146,9,82,311,9,83,1057,1057,264
6346,,980,1247,5,48,144,4,39,893,1015,738
6348,,974,1181,5,45,132,4,36,893,1015,871
6350,,933,602,3,23,51,2,14,877,1046,302
6351,,1046,2057,8,79,292,8,78,1046,1046,85
6352,,1046,2058,8,79,293,8,78,1046,1046,187
6353,,1006,1635,7,63,204,6,55,956,1090,785
6355,,1030,1904,8,73,255,7,68,898,1090,438
6356,,1071,2252,9,86,327,9,87,1071,1071,125
6357,,1077,2298,9,88,340,10,91,1077,1077,76
6358,,1069,2240,9,86,325,9,87,1069,1069,93
6359,,990,1395,6,54,168,5,45,950,1077,437
6361,,1073,2268,9,87,332,9,89,1073,1073,109
6363,,1078,2303,9,88,342,10,91,1078,1078,105
6365,,996,1497,6,57,185,5,50,932,1078,531
6367,,945,766,3,30,74,2,20,880,1069,354
6368,,1073,2269,9,87,333,9,89,1073,1073,73
6369,,983,1304,5,50,154,5,41,949,1073,671
6370,,948,808,4,31,79,3,22,895,1073,458
6372,,1019,1791,7,69,232,7,62,1012,1073,115
6373,,1071,2254,9,86,329,9,88,1071,1071,94
6375,,952,857,4,33,83,3,23,864,1071,1001
6383,,926,526,3,21,44,2,12,831,1007,981
6384,,1007,1646,7,63,210,6,56,1007,1007,40
6385,,991,1413,6,54,169,5,46,991,991,19
6386,,991,1414,6,54,170,5,46,991,991,96
6390,,975,1192,5,46,134,4,36,904,1068,1811
6391,,1021,1806,7,69,238,7,64,949,1070,1001
6392,,966,1059,5,41,110,3,30,891,1070,463
6393,,1020,1796,7,69,233,7,62,1020,1020,120
6394,,1027,1872,8,72,250,7,67,1005,1047,454
6395,,982,1284,5,49,149,4,40,919,1102,1649
6396,,1000,1537,6,59,189,6,51,1000,1000,367
6397,,965,1051,4,40,105,3,28,965,965,98
6398,,965,1039,4,40,102,3,28,954,982,546
6401,,926,527,3,21,45,2,12,740,1053,8176
6403,,964,1021,4,39,100,3,27,964,964,176
6405,,965,1052,5,41,106,3,29,959,1062,319
6407,,988,1371,6,53,161,5,43,953,1062,1138
6409,,947,796,4,31,77,3,21,839,1055,402
6410,,886,185,1,8,21,1,6,842,1055,1051
6411,,1055,2139,9,82,308,9,83,1055,1055,123
6412,,1055,2140,9,82,309,9,83,1055,1055,56
6413,,1026,1866,8,71,248,7,67,1026,1026,47
6414,,1026,1867,8,71,249,7,67,1026,1026,64
6415,,943,741,3,29,68,2,19,896,1065,3003
6418,,953,874,4,34,86,3,23,902,1110,703
6419,,991,1415,6,54,171,5,46,991,991,57
6420,,1059,2167,9,83,316,9,85,1054,1065,107
6421,,1036,1978,8,76,274,8,73,1006,1065,157
6422,,1006,1623,7,62,201,6,54,1006,1006,52
6423,,1006,1624,7,62,202,6,54,1006,1006,216
6424,,1030,1905,8,73,256,7,69,1029,1035,79
6425,,1030,1911,8,73,258,7,69,1029,1035,85
6426,,916,409,2,16,31,1,9,869,1035,846
6428,,991,1416,6,54,172,5,46,991,991,54
6429,,857,98,1,4,14,1,4,684,930,992
6430,,1013,1724,7,66,221,6,59,820,1142,22746
6431,,750,14,1,1,4,1,2,693,930,1012
6432,,923,490,2,19,40,2,11,825,990,7092
6434,,930,565,3,22,46,2,13,820,930,174
6436,,848,83,1,4,13,1,4,848,848,107
6437,,981,1255,5,48,145,4,39,956,989,584
6438,,886,184,1,7,20,1,6,877,989,831
6440,,770,20,1,1,7,1,2,573,885,1153
6442,,924,503,2,20,43,2,12,885,1001,2542
6443,,879,156,1,6,17,1,5,819,1003,854
6445,,1021,1813,7,69,239,7,64,1021,1021,203
6446,,1075,2280,9,87,337,9,90,1075,1075,133
6447,,1076,2289,9,88,339,10,91,1075,1087,183
6448,,1001,1549,6,59,191,6,51,1001,1001,449
6450,,971,1137,5,44,126,4,34,760,1088,13397
6460,,938,666,3,26,61,2,17,893,1036,752
6461,,963,1010,4,39,97,3,26,933,1037,533
6462,,1037,1982,8,76,276,8,74,1037,1037,128
6463,,1024,1851,8,71,244,7,65,1024,1024,20
6465,,1037,1983,8,76,277,8,74,1037,1037,28
6466,,1007,1641,7,63,206,6,56,1007,1007,67
6467,,1007,1642,7,63,207,6,56,1007,1007,32
6468,,1010,1702,7,65,220,6,59,1007,1034,250
6470,,1039,2004,8,77,282,8,76,1039,1039,18
6472,,1032,1932,8,74,262,7,70,1032,1032,177
6473,,1044,2040,8,78,289,8,77,1032,1052,43
6475,,931,573,3,22,50,2,14,875,1039,399
6476,,985,1336,6,51,158,5,43,985,985,53
6477,,985,1335,6,51,157,5,42,985,985,273
6479,,996,1492,6,57,183,5,49,945,1052,548
6480,,1034,1952,8,75,265,8,71,1034,1034,49
6485,,902,286,2,11,23,1,7,825,1024,498
6487,,923,482,2,19,36,1,10,923,923,50
6488,,923,484,2,19,38,2,11,923,923,193
6489,,923,483,2,19,37,1,10,923,923,104
6490,,944,755,3,29,73,2,20,944,944,257
6501,,1006,1621,7,62,199,6,53,1000,1013,968
6502,,969,1106,5,43,118,4,32,926,1005,1183
6503,,978,1221,5,47,139,4,37,968,999,2177
6504,,1005,1616,7,62,196,6,53,1005,1005,157
6505,,1005,1615,7,62,195,6,52,1005,1005,114
6506,,1037,1988,8,76,278,8,75,1037,1037,59
6507,,1028,1887,8,72,252,7,68,1006,1040,536
6509,,1037,1989,8,76,279,8,75,1037,1037,205
6510,,941,720,3,28,66,2,18,868,1082,1976
6511,,948,815,4,31,80,3,22,948,1006,527
6512,,1050,2097,8,80,299,8,80,1050,1050,97
6513,,1020,1797,7,69,234,7,63,1002,1093,218
6514,,885,176,1,7,19,1,6,875,1093,648
6515,,1001,1551,6,59,192,6,52,903,1093,284
6516,,969,1113,5,43,120,4,32,869,1039,1761
6517,,979,1230,5,47,141,4,38,948,1067,405
6518,,983,1290,5,50,150,4,40,892,1093,209
6519,,972,1151,5,44,129,4,35,910,1082,594
6521,,1035,1963,8,75,269,8,72,1006,1039,352
6522,,992,1433,6,55,176,5,47,912,1108,455
6525,,956,921,4,36,90,3,24,893,1042,3569
6528,,971,1127,5,43,125,4,34,968,980,405
6530,,947,797,4,31,78,3,21,722,1074,32455
6532,,1018,1772,7,68,230,7,62,933,1052,6725
6535,,930,571,3,22,48,2,13,854,1017,1596
6536,,936,646,3,25,56,2,15,894,1047,1557
6537,,954,896,4,35,88,3,24,908,1026,910
6556,,1010,1690,7,65,218,6,58,973,1036,2034
6558,,1013,1729,7,66,223,6,60,998,1036,2642
6560,,922,463,2,18,35,1,10,836,999,1352
6562,,967,1077,5,41,113,4,31,924,1001,1257
6564,,939,680,3,26,65,2,18,930,1017,310
6566,,968,1087,5,42,115,4,31,884,1036,3275
6567,,976,1198,5,46,136,4,37,974,1001,417
6568,,969,1107,5,43,119,4,32,961,1001,226
6569,,964,1028,4,40,101,3,27,961,965,272
6571,,965,1045,4,40,104,3,28,965,965,75
6572,,1037,1990,8,76,280,8,75,1037,1037,57
6574,,1082,2329,9,89,349,10,93,1082,1082,84
6575,,1050,2098,8,80,300,8,80,1050,1050,141
6603,,955,903,4,35,89,3,24,912,1036,1111
6605,,1007,1643,7,63,208,6,56,1007,1007,40
6606,,1007,1644,7,63,209,6,56,1007,1007,168
6608,,1034,1960,8,75,268,8,72,1034,1034,135
6609,,1013,1725,7,66,222,6,60,992,1034,822
6612,,988,1382,6,53,164,5,44,926,1034,224
6613,,1007,1657,7,64,213,6,57,1007,1007,62
6614,,1062,2186,9,84,319,9,85,1062,1062,23
6616,,1062,2187,9,84,320,9,85,1062,1062,56
6620,,977,1210,5,47,137,4,37,918,1062,498
6623,,939,679,3,26,64,2,18,820,1062,674
6625,,1034,1955,8,75,266,8,71,1034,1034,49
6627,,1034,1956,8,75,267,8,71,1034,1034,69
6628,,1025,1859,8,71,246,7,66,1025,1025,34
6630,,889,205,1,8,22,1,6,843,1025,622
6631,,1017,1771,7,68,229,7,61,1017,1017,30
6632,,1025,1860,8,71,247,7,66,1025,1025,69
6635,,916,410,2,16,32,1,9,869,926,344
6638,,870,135,1,6,16,1,5,870,870,482
6639,,935,618,3,24,52,2,14,935,935,89
6640,,903,291,2,12,25,1,7,869,905,196
6642,,862,109,1,5,15,1,4,822,915,1067
6646,,770,19,1,1,6,1,2,770,770,742
6701,,942,727,3,28,67,2,18,801,1026,5544
6705,,737,12,1,1,3,1,1,603,882,278
6707,,1008,1667,7,64,214,6,57,923,1065,2713
6710,,970,1118,5,43,121,4,33,944,995,4002
6713,,1094,2391,10,91,353,10,94,1066,1121,1104
6714,,1051,2105,9,81,301,9,81,913,1151,16829
6716,,999,1528,6,59,187,5,50,999,999,751
6718,,825,54,1,3,12,1,4,663,977,1010
6720,,989,1383,6,53,165,5,44,790,1056,2528
6721,,1081,2325,9,89,348,10,93,937,1153,4512
6722,,994,1462,6,56,180,5,48,874,1053,9848
6725,,960,968,4,37,92,3,25,677,1133,10795
6726,,1017,1766,7,68,228,7,61,734,1153,5436
6728,,803,37,1,2,10,1,3,545,1026,5946
6740,,769,18,1,1,5,1,2,660,871,1289
6743,,965,1044,4,40,103,3,28,729,1082,6232
6751,,1022,1827,7,70,240,7,64,1006,1054,4927
6753,,993,1450,6,56,179,5,48,703,1059,7238
6754,,1017,1763,7,68,227,7,61,1008,1019,1380
6758,,805,38,1,2,11,1,3,805,805,1701
6760,,773,23,1,1,9,1,3,669,1001,634
6762,,671,4,1,1,1,1,1,661,680,875
